customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup
CUST00730,Female,0,No,No,68,Yes,No,Two year,Bank transfer,25.44,1563.54,Yes,49-72 Months
CUST00731,Male,0,No,Yes,60,No,DSL,One year,Mailed check,49.0,3039.49,No,49-72 Months
CUST00732,Male,0,No,No,1,No,Fiber optic,Two year,Electronic check,70.26,104.21,No,0-12 Months
CUST00733,Male,0,Yes,No,54,Yes,Fiber optic,One year,Bank transfer,80.93,4314.53,No,49-72 Months
CUST00734,Female,1,Yes,No,37,Yes,No,Month-to-month,Bank transfer,48.15,1533.08,No,25-48 Months
CUST00735,Female,1,No,Yes,28,Yes,No,Month-to-month,Electronic check,36.66,990.59,Yes,25-48 Months
CUST00736,Male,0,No,No,25,Yes,DSL,One year,Credit card,67.35,1746.28,Yes,25-48 Months
CUST00737,Female,0,No,No,34,Yes,DSL,Month-to-month,Electronic check,60.74,1976.83,Yes,25-48 Months
CUST00738,Male,0,Yes,No,66,Yes,Fiber optic,Month-to-month,Electronic check,86.64,5580.24,No,49-72 Months
CUST00739,Male,0,No,No,28,Yes,DSL,Two year,Electronic check,47.73,1321.68,No,25-48 Months
CUST00740,Female,0,No,No,33,Yes,Fiber optic,Month-to-month,Credit card,80.26,2688.79,Yes,25-48 Months
CUST00741,Male,0,No,No,40,Yes,Fiber optic,Month-to-month,Mailed check,70.98,2599.21,No,25-48 Months
CUST00742,Female,0,No,No,40,Yes,No,Two year,Bank transfer,36.12,1607.28,No,25-48 Months
CUST00743,Female,1,No,No,22,Yes,DSL,Two year,Electronic check,63.07,1237.64,No,13-24 Months
CUST00744,Male,0,No,Yes,70,Yes,No,Month-to-month,Mailed check,41.46,2851.47,Yes,49-72 Months
CUST00745,Male,0,Yes,Yes,2,Yes,DSL,Two year,Mailed check,63.92,269.59,No,0-12 Months
CUST00746,Female,0,No,Yes,57,Yes,Fiber optic,Two year,Credit card,77.31,4421.71,No,49-72 Months
CUST00747,Male,0,Yes,No,31,Yes,Fiber optic,Month-to-month,Electronic check,73.97,2424.6,Yes,25-48 Months
CUST00748,Male,0,Yes,No,30,Yes,Fiber optic,Month-to-month,Electronic check,61.26,2024.24,Yes,25-48 Months
CUST00749,Male,1,Yes,No,42,Yes,Fiber optic,Month-to-month,Electronic check,80.55,3207.94,No,25-48 Months
CUST00750,Female,0,Yes,No,6,Yes,No,Month-to-month,Credit card,44.1,372.85,No,0-12 Months
CUST00751,Female,1,Yes,No,0,Yes,No,Month-to-month,Mailed check,35.87,159.06,No,
CUST00752,Male,0,Yes,No,60,Yes,No,Two year,Mailed check,34.32,2014.1,No,49-72 Months
CUST00753,Female,0,No,No,13,No,DSL,Two year,Mailed check,46.14,564.27,No,13-24 Months
CUST00754,Female,0,No,No,51,Yes,No,One year,Credit card,31.9,1397.33,No,49-72 Months
CUST00755,Female,0,Yes,Yes,5,Yes,No,Two year,Credit card,36.56,276.53,No,0-12 Months
CUST00756,Female,1,No,Yes,9,Yes,DSL,Two year,Bank transfer,56.76,206.66,No,0-12 Months
CUST00757,Female,1,No,Yes,70,Yes,DSL,Month-to-month,Electronic check,52.81,3812.96,Yes,49-72 Months
CUST00758,Male,0,Yes,No,29,Yes,DSL,Month-to-month,Electronic check,59.4,1552.48,Yes,25-48 Months
CUST00759,Male,0,Yes,No,20,Yes,DSL,One year,Credit card,59.22,1351.28,No,13-24 Months
CUST00760,Male,0,No,No,59,Yes,Fiber optic,Month-to-month,Mailed check,95.0,5652.55,No,49-72 Months
CUST00761,Female,1,No,Yes,62,Yes,No,Month-to-month,Electronic check,28.55,1891.18,No,49-72 Months
CUST00762,Female,0,No,No,41,Yes,Fiber optic,One year,Mailed check,78.72,3129.99,No,25-48 Months
CUST00763,Male,0,Yes,No,50,No,Fiber optic,Two year,Credit card,62.95,2987.49,No,49-72 Months
CUST00764,Female,0,Yes,Yes,63,No,No,Month-to-month,Mailed check,18.0,922.37,Yes,49-72 Months
CUST00765,Male,0,Yes,No,55,Yes,DSL,Two year,Mailed check,64.1,3656.44,No,49-72 Months
CUST00766,Male,0,Yes,Yes,40,Yes,No,Month-to-month,Credit card,52.9,2195.55,No,25-48 Months
CUST00767,Male,0,Yes,No,31,Yes,Fiber optic,One year,Mailed check,77.43,2484.14,Yes,25-48 Months
CUST00768,Female,1,Yes,No,14,Yes,Fiber optic,Month-to-month,Electronic check,84.13,1212.79,No,13-24 Months
CUST00769,Female,0,No,Yes,61,Yes,Fiber optic,Two year,Credit card,64.7,4011.96,Yes,49-72 Months
CUST00770,Male,0,No,Yes,26,Yes,Fiber optic,Month-to-month,Credit card,76.85,1963.1,Yes,25-48 Months
CUST00771,Male,1,Yes,No,27,No,DSL,One year,Credit card,57.44,1595.32,No,25-48 Months
CUST00772,Male,0,No,No,63,No,Fiber optic,Month-to-month,Bank transfer,64.56,3964.46,No,49-72 Months
CUST00773,Male,1,Yes,No,58,Yes,DSL,Month-to-month,Electronic check,64.02,3672.03,No,49-72 Months
CUST00774,Female,0,Yes,No,57,Yes,No,Month-to-month,Credit card,30.02,2076.34,No,49-72 Months
CUST00775,Female,0,Yes,No,1,Yes,Fiber optic,Month-to-month,Electronic check,82.06,86.73,Yes,0-12 Months
CUST00776,Male,1,No,No,35,Yes,DSL,Month-to-month,Credit card,73.06,2320.51,Yes,25-48 Months
CUST00777,Male,0,No,No,70,Yes,Fiber optic,Month-to-month,Credit card,70.72,4901.37,No,49-72 Months
CUST00778,Female,0,No,No,12,Yes,DSL,One year,Bank transfer,77.49,802.98,No,0-12 Months
CUST00779,Female,0,Yes,No,14,Yes,Fiber optic,One year,Credit card,67.63,965.93,No,13-24 Months
CUST00780,Male,0,No,No,59,Yes,No,Month-to-month,Credit card,31.12,1729.36,No,49-72 Months
CUST00781,Male,0,Yes,No,21,Yes,Fiber optic,One year,Electronic check,73.31,1514.09,Yes,13-24 Months
CUST00782,Male,0,No,No,62,Yes,DSL,Month-to-month,Bank transfer,57.82,3496.06,No,49-72 Months
CUST00783,Female,1,No,Yes,24,Yes,Fiber optic,Month-to-month,Electronic check,73.21,1780.7,Yes,13-24 Months
CUST00784,Female,0,Yes,No,47,Yes,Fiber optic,Month-to-month,Mailed check,72.6,3336.91,No,25-48 Months
CUST00785,Female,0,No,No,42,Yes,No,One year,Electronic check,25.51,1114.25,No,25-48 Months
CUST00786,Male,0,No,Yes,37,Yes,DSL,Month-to-month,Mailed check,65.15,2644.38,Yes,25-48 Months
CUST00787,Male,0,Yes,No,40,Yes,Fiber optic,Two year,Credit card,78.1,2985.47,No,25-48 Months
CUST00788,Female,0,No,No,44,Yes,Fiber optic,Month-to-month,Credit card,76.0,3430.86,Yes,25-48 Months
CUST00789,Female,1,Yes,Yes,39,Yes,DSL,Month-to-month,Electronic check,62.26,2133.8,Yes,25-48 Months
CUST00790,Male,0,No,No,16,Yes,DSL,Month-to-month,Mailed check,48.04,740.71,No,13-24 Months
CUST00791,Female,0,No,Yes,56,Yes,Fiber optic,Two year,Mailed check,82.45,4644.67,No,49-72 Months
CUST00792,Female,0,No,Yes,1,Yes,No,One year,Credit card,34.25,0.0,No,0-12 Months
CUST00793,Male,0,No,No,61,Yes,No,One year,Mailed check,34.5,1890.01,No,49-72 Months
CUST00794,Female,0,No,No,8,Yes,Fiber optic,Two year,Bank transfer,84.15,668.64,No,0-12 Months
CUST00795,Male,0,Yes,Yes,67,Yes,Fiber optic,Two year,Credit card,93.15,6424.9,No,49-72 Months
CUST00796,Male,0,No,No,16,Yes,DSL,One year,Mailed check,62.58,983.71,Yes,13-24 Months
CUST00797,Male,0,Yes,No,49,Yes,No,Month-to-month,Credit card,33.4,1703.63,No,49-72 Months
CUST00798,Male,0,No,Yes,39,Yes,No,Two year,Credit card,25.54,1131.29,No,25-48 Months
CUST00799,Male,0,Yes,Yes,57,Yes,No,Month-to-month,Credit card,18.0,1322.58,No,49-72 Months
CUST00800,Male,0,Yes,No,20,Yes,No,One year,Electronic check,36.02,594.13,Yes,13-24 Months
CUST00801,Male,0,No,Yes,17,Yes,DSL,One year,Mailed check,49.92,734.75,Yes,13-24 Months
CUST00802,Female,0,Yes,No,54,No,No,One year,Credit card,18.0,936.93,No,49-72 Months
CUST00803,Male,0,No,No,28,Yes,Fiber optic,Month-to-month,Mailed check,77.19,2235.17,No,25-48 Months
CUST00804,Male,0,Yes,No,23,No,DSL,One year,Bank transfer,46.92,800.68,No,13-24 Months
CUST00805,Female,0,Yes,Yes,16,No,Fiber optic,Two year,Electronic check,70.95,1213.65,No,13-24 Months
CUST00806,Female,0,No,No,17,Yes,DSL,Month-to-month,Electronic check,68.49,1182.12,Yes,13-24 Months
CUST00807,Female,1,Yes,No,41,Yes,DSL,Month-to-month,Mailed check,67.01,2683.34,No,25-48 Months
CUST00808,Male,0,Yes,No,44,Yes,Fiber optic,One year,Bank transfer,87.22,3888.74,No,25-48 Months
CUST00809,Female,0,No,Yes,16,No,Fiber optic,Two year,Mailed check,53.26,958.92,Yes,13-24 Months
CUST00810,Male,1,Yes,Yes,72,Yes,No,Month-to-month,Bank transfer,33.8,2556.96,No,49-72 Months
CUST00811,Male,0,No,No,13,Yes,DSL,Month-to-month,Mailed check,64.64,842.09,No,13-24 Months
CUST00812,Male,0,Yes,No,48,Yes,DSL,Month-to-month,Bank transfer,60.37,2936.88,Yes,25-48 Months
CUST00813,Male,0,Yes,Yes,28,Yes,DSL,Month-to-month,Bank transfer,58.76,1679.88,Yes,25-48 Months
CUST00814,Female,0,No,No,3,Yes,DSL,Two year,Mailed check,60.22,328.4,Yes,0-12 Months
CUST00815,Female,0,Yes,Yes,19,Yes,DSL,One year,Mailed check,61.96,1222.99,No,13-24 Months
CUST00816,Male,1,Yes,No,46,Yes,Fiber optic,One year,Electronic check,79.38,3728.91,No,25-48 Months
CUST00817,Male,0,Yes,No,8,Yes,Fiber optic,Month-to-month,Mailed check,73.23,692.96,Yes,0-12 Months
CUST00818,Male,0,Yes,No,26,Yes,Fiber optic,Two year,Bank transfer,66.38,1960.91,No,25-48 Months
CUST00819,Female,0,No,No,14,Yes,No,Month-to-month,Mailed check,33.37,396.88,No,13-24 Months
CUST00820,Male,1,Yes,No,18,Yes,Fiber optic,Month-to-month,Electronic check,80.46,1643.37,Yes,13-24 Months
CUST00821,Male,0,No,No,51,Yes,DSL,Month-to-month,Bank transfer,60.37,3375.4,Yes,49-72 Months
CUST00822,Female,0,No,No,25,Yes,DSL,Month-to-month,Electronic check,67.62,1627.85,Yes,25-48 Months
CUST00823,Female,0,Yes,No,25,Yes,No,Month-to-month,Credit card,44.04,1074.99,No,25-48 Months
CUST00824,Male,0,No,No,25,Yes,Fiber optic,Month-to-month,Electronic check,79.17,1927.84,Yes,25-48 Months
CUST00825,Female,1,Yes,Yes,45,Yes,No,Month-to-month,Credit card,34.23,1619.18,No,25-48 Months
CUST00826,Female,1,No,Yes,48,Yes,No,Month-to-month,Mailed check,39.59,1676.92,No,25-48 Months
CUST00827,Male,0,Yes,No,52,Yes,No,One year,Mailed check,38.41,1937.38,No,49-72 Months
CUST00828,Female,1,No,No,2,Yes,No,Month-to-month,Electronic check,31.46,30.08,Yes,0-12 Months
CUST00829,Male,0,No,No,65,Yes,Fiber optic,Two year,Electronic check,85.27,5499.22,No,49-72 Months
CUST00830,Female,1,Yes,Yes,41,Yes,Fiber optic,Month-to-month,Electronic check,78.83,3187.49,Yes,25-48 Months
CUST00831,Male,0,No,No,18,Yes,No,Two year,Electronic check,34.0,553.29,No,13-24 Months
CUST00832,Male,0,No,No,16,Yes,Fiber optic,Two year,Bank transfer,83.47,1428.81,No,13-24 Months
CUST00833,Male,0,Yes,No,32,Yes,DSL,Two year,Electronic check,57.59,1907.47,No,25-48 Months
CUST00834,Female,0,Yes,No,48,No,Fiber optic,Two year,Bank transfer,65.76,3360.89,No,25-48 Months
CUST00835,Male,0,No,No,55,No,Fiber optic,Month-to-month,Electronic check,67.38,3799.49,No,49-72 Months
CUST00836,Female,0,No,No,62,Yes,No,Month-to-month,Credit card,41.54,2443.77,Yes,49-72 Months
CUST00837,Male,0,No,No,2,Yes,Fiber optic,Month-to-month,Mailed check,85.99,151.58,Yes,0-12 Months
CUST00838,Male,0,No,Yes,48,Yes,Fiber optic,Month-to-month,Electronic check,82.14,3909.57,Yes,25-48 Months
CUST00839,Female,0,No,No,54,Yes,No,Month-to-month,Mailed check,18.0,1002.63,No,49-72 Months
CUST00840,Male,0,No,No,25,Yes,No,Two year,Electronic check,36.95,1054.94,No,25-48 Months
CUST00841,Male,1,Yes,No,71,Yes,Fiber optic,One year,Electronic check,83.18,5928.08,Yes,49-72 Months
CUST00842,Female,0,Yes,Yes,51,Yes,DSL,One year,Mailed check,64.81,3327.93,No,49-72 Months
CUST00843,Male,0,No,No,6,Yes,Fiber optic,Two year,Bank transfer,72.35,435.31,No,0-12 Months
CUST00844,Male,0,No,No,45,Yes,Fiber optic,One year,Credit card,63.02,2933.17,No,25-48 Months
CUST00845,Male,1,Yes,Yes,45,Yes,DSL,One year,Mailed check,66.45,2921.98,No,25-48 Months
CUST00846,Male,0,Yes,No,15,Yes,DSL,Two year,Credit card,50.2,578.16,Yes,13-24 Months
CUST00847,Female,0,No,No,23,Yes,Fiber optic,Month-to-month,Credit card,89.78,2142.29,No,13-24 Months
CUST00848,Female,0,No,No,60,Yes,Fiber optic,Month-to-month,Credit card,75.37,4567.22,Yes,49-72 Months
CUST00849,Male,1,Yes,No,53,Yes,Fiber optic,Two year,Mailed check,71.78,3963.15,No,49-72 Months
CUST00850,Female,0,Yes,Yes,61,Yes,DSL,Two year,Electronic check,62.8,3539.45,No,49-72 Months
CUST00851,Male,0,Yes,No,0,Yes,Fiber optic,Two year,Electronic check,84.93,0.0,No,
CUST00852,Female,0,Yes,Yes,48,Yes,Fiber optic,Month-to-month,Bank transfer,84.45,4066.41,Yes,25-48 Months
CUST00853,Male,1,Yes,No,24,Yes,DSL,Two year,Mailed check,64.01,1354.93,No,13-24 Months
CUST00854,Male,0,Yes,No,9,Yes,DSL,Month-to-month,Electronic check,54.34,478.67,No,0-12 Months
CUST00855,Male,0,No,No,15,No,Fiber optic,Month-to-month,Mailed check,52.78,934.13,Yes,13-24 Months
CUST00856,Male,1,Yes,Yes,57,Yes,No,Month-to-month,Electronic check,31.88,2067.49,No,49-72 Months
CUST00857,Male,0,No,No,71,Yes,Fiber optic,Month-to-month,Bank transfer,70.83,5146.82,No,49-72 Months
CUST00858,Male,0,No,No,28,Yes,DSL,Month-to-month,Electronic check,63.46,1737.94,Yes,25-48 Months
CUST00859,Female,0,Yes,No,5,Yes,DSL,Month-to-month,Bank transfer,66.99,486.33,Yes,0-12 Months
CUST00860,Male,0,No,No,15,Yes,No,Month-to-month,Credit card,36.38,655.07,No,13-24 Months
CUST00861,Female,0,Yes,No,19,Yes,DSL,Month-to-month,Electronic check,59.99,1081.68,Yes,13-24 Months
CUST00862,Male,0,No,No,70,Yes,Fiber optic,Two year,Mailed check,77.52,5356.58,No,49-72 Months
CUST00863,Female,0,Yes,No,42,Yes,Fiber optic,One year,Bank transfer,87.84,3669.06,No,25-48 Months
CUST00864,Female,0,No,Yes,25,Yes,DSL,Month-to-month,Electronic check,45.36,1007.9,No,25-48 Months
CUST00865,Female,1,No,Yes,70,Yes,No,Month-to-month,Electronic check,25.35,1737.2,Yes,49-72 Months
CUST00866,Male,0,Yes,No,32,Yes,Fiber optic,One year,Electronic check,94.61,3085.93,Yes,25-48 Months
CUST00867,Male,1,Yes,No,25,Yes,Fiber optic,Month-to-month,Mailed check,69.96,1873.62,No,25-48 Months
CUST00868,Female,0,No,No,44,Yes,DSL,Month-to-month,Bank transfer,64.25,2781.54,No,25-48 Months
CUST00869,Male,1,No,No,62,Yes,DSL,One year,Electronic check,65.89,4251.79,No,49-72 Months
CUST00870,Female,0,Yes,Yes,66,Yes,Fiber optic,Two year,Mailed check,64.59,4340.95,Yes,49-72 Months
CUST00871,Male,0,No,No,51,Yes,Fiber optic,Month-to-month,Electronic check,66.13,3456.11,No,49-72 Months
CUST00872,Female,0,Yes,Yes,67,Yes,DSL,Month-to-month,Credit card,70.12,4587.76,Yes,49-72 Months
CUST00873,Female,1,No,Yes,25,Yes,DSL,Month-to-month,Electronic check,52.22,1522.43,No,25-48 Months
CUST00874,Male,0,Yes,No,1,Yes,DSL,One year,Credit card,52.43,118.83,No,0-12 Months
CUST00875,Female,0,No,Yes,13,Yes,No,Month-to-month,Mailed check,30.83,360.87,No,13-24 Months
CUST00876,Male,0,Yes,No,29,Yes,No,Month-to-month,Bank transfer,27.24,728.87,No,25-48 Months
CUST00877,Female,0,Yes,Yes,48,Yes,No,Month-to-month,Mailed check,39.21,1844.83,No,25-48 Months
CUST00878,Female,0,Yes,No,11,Yes,DSL,Two year,Bank transfer,50.54,433.74,Yes,0-12 Months
CUST00879,Male,0,Yes,No,43,Yes,No,One year,Mailed check,19.27,947.21,No,25-48 Months
CUST00880,Male,0,No,Yes,32,Yes,DSL,One year,Bank transfer,69.25,2106.09,Yes,25-48 Months
CUST00881,Male,0,Yes,No,12,Yes,Fiber optic,Two year,Mailed check,70.94,886.06,No,0-12 Months
CUST00882,Female,0,No,No,25,No,No,Month-to-month,Mailed check,18.0,396.01,Yes,25-48 Months
CUST00883,Male,0,Yes,No,20,Yes,Fiber optic,Two year,Mailed check,86.64,1813.3,No,13-24 Months
CUST00884,Female,0,Yes,Yes,27,Yes,Fiber optic,One year,Credit card,80.56,2271.92,No,25-48 Months
CUST00885,Female,0,Yes,No,47,Yes,DSL,Month-to-month,Bank transfer,68.9,3161.03,No,25-48 Months
CUST00886,Male,0,Yes,No,39,Yes,DSL,Two year,Mailed check,66.76,2599.58,No,25-48 Months
CUST00887,Male,0,Yes,No,65,Yes,Fiber optic,Two year,Bank transfer,76.37,4790.84,No,49-72 Months
CUST00888,Female,0,Yes,No,72,Yes,Fiber optic,Two year,Bank transfer,88.18,6553.03,Yes,49-72 Months
CUST00889,Female,0,No,No,22,No,Fiber optic,Month-to-month,Credit card,66.34,1587.64,No,13-24 Months
CUST00890,Male,0,Yes,No,47,Yes,Fiber optic,Two year,Credit card,75.21,3367.41,No,25-48 Months
CUST00891,Male,0,No,No,1,Yes,Fiber optic,Two year,Bank transfer,82.32,0.0,Yes,0-12 Months
CUST00892,Male,0,No,No,19,Yes,DSL,Month-to-month,Mailed check,49.52,924.7,Yes,13-24 Months
CUST00893,Male,0,Yes,No,58,Yes,DSL,Month-to-month,Bank transfer,66.67,3871.51,Yes,49-72 Months
CUST00894,Male,0,Yes,No,45,Yes,No,Month-to-month,Bank transfer,40.63,1746.02,Yes,25-48 Months
CUST00895,Female,0,No,No,2,Yes,DSL,Two year,Credit card,60.96,0.0,No,0-12 Months
CUST00896,Female,0,No,No,54,Yes,Fiber optic,One year,Electronic check,64.65,3538.5,Yes,49-72 Months
CUST00897,Female,0,No,Yes,11,Yes,DSL,Month-to-month,Electronic check,69.24,970.38,Yes,0-12 Months
CUST00898,Female,0,Yes,No,39,No,Fiber optic,Month-to-month,Electronic check,68.5,2678.06,Yes,25-48 Months
CUST00899,Male,0,No,No,65,Yes,Fiber optic,Month-to-month,Bank transfer,79.82,5153.29,Yes,49-72 Months
CUST00900,Male,1,No,No,15,Yes,DSL,One year,Credit card,58.55,830.63,No,13-24 Months
CUST00901,Male,0,No,No,33,No,DSL,Month-to-month,Electronic check,40.71,1211.82,Yes,25-48 Months
CUST00902,Female,0,No,No,43,Yes,Fiber optic,Two year,Bank transfer,77.24,3240.68,No,25-48 Months
CUST00903,Female,0,Yes,No,5,Yes,Fiber optic,One year,Bank transfer,86.15,567.08,No,0-12 Months
CUST00904,Male,0,Yes,Yes,63,Yes,DSL,Two year,Bank transfer,55.87,3271.31,No,49-72 Months
CUST00905,Male,0,No,No,21,Yes,Fiber optic,Month-to-month,Mailed check,77.81,1642.42,Yes,13-24 Months
CUST00906,Female,0,No,No,17,Yes,DSL,Month-to-month,Credit card,58.98,1006.01,Yes,13-24 Months
CUST00907,Female,0,Yes,No,11,Yes,No,Month-to-month,Electronic check,34.2,390.41,No,0-12 Months
CUST00908,Male,0,Yes,No,51,Yes,Fiber optic,Month-to-month,Bank transfer,75.06,3915.35,No,49-72 Months
CUST00909,Male,0,Yes,No,50,Yes,DSL,Month-to-month,Electronic check,58.64,2939.34,No,49-72 Months
CUST00910,Female,0,Yes,No,70,Yes,Fiber optic,Two year,Mailed check,82.75,5738.02,No,49-72 Months
CUST00911,Male,0,No,Yes,47,Yes,Fiber optic,Month-to-month,Credit card,72.76,3340.93,No,25-48 Months
CUST00912,Male,0,No,Yes,18,Yes,DSL,Month-to-month,Electronic check,58.68,1212.04,No,13-24 Months
CUST00913,Male,1,Yes,Yes,5,Yes,Fiber optic,Month-to-month,Electronic check,95.45,602.18,Yes,0-12 Months
CUST00914,Female,0,Yes,No,26,Yes,DSL,Month-to-month,Bank transfer,59.49,1892.06,Yes,25-48 Months
CUST00915,Female,0,Yes,No,52,Yes,DSL,Two year,Mailed check,52.56,2699.4,No,49-72 Months
CUST00916,Female,0,Yes,No,47,Yes,DSL,Month-to-month,Mailed check,51.62,2349.55,No,25-48 Months
CUST00917,Female,0,No,No,6,Yes,Fiber optic,Month-to-month,Electronic check,69.88,473.66,Yes,0-12 Months
CUST00918,Female,1,No,No,58,Yes,DSL,One year,Electronic check,73.02,4286.64,No,49-72 Months
CUST00919,Female,0,No,No,68,Yes,Fiber optic,Month-to-month,Mailed check,88.06,6064.44,Yes,49-72 Months
CUST00920,Female,1,Yes,No,10,Yes,Fiber optic,Month-to-month,Electronic check,69.68,798.46,Yes,0-12 Months
CUST00921,Male,0,No,No,14,Yes,Fiber optic,Month-to-month,Credit card,81.71,1219.14,Yes,13-24 Months
CUST00922,Male,1,No,No,63,Yes,Fiber optic,Month-to-month,Electronic check,89.8,5786.4,Yes,49-72 Months
CUST00923,Male,0,No,No,2,Yes,No,Month-to-month,Mailed check,34.68,214.32,No,0-12 Months
CUST00924,Male,0,Yes,Yes,68,Yes,Fiber optic,Month-to-month,Electronic check,76.07,5319.86,Yes,49-72 Months
CUST00925,Male,0,Yes,No,22,Yes,Fiber optic,Two year,Electronic check,97.93,1883.1,No,13-24 Months
CUST00926,Male,0,Yes,Yes,52,Yes,DSL,Month-to-month,Bank transfer,44.76,2355.41,No,49-72 Months
CUST00927,Male,0,Yes,No,36,Yes,No,Two year,Bank transfer,56.06,1907.37,No,25-48 Months
CUST00928,Female,0,Yes,No,8,Yes,DSL,Two year,Electronic check,60.48,610.49,No,0-12 Months
CUST00929,Female,0,Yes,No,14,Yes,Fiber optic,Month-to-month,Electronic check,90.32,990.6,Yes,13-24 Months
CUST00930,Male,0,No,Yes,2,Yes,Fiber optic,Month-to-month,Electronic check,70.4,317.11,Yes,0-12 Months
CUST00931,Male,0,No,No,69,Yes,DSL,Month-to-month,Bank transfer,54.2,3636.04,No,49-72 Months
CUST00932,Female,0,Yes,Yes,16,Yes,DSL,One year,Bank transfer,51.36,690.5,Yes,13-24 Months
CUST00933,Male,0,Yes,No,25,No,Fiber optic,One year,Electronic check,64.19,1647.5,Yes,25-48 Months
CUST00934,Male,0,No,Yes,20,Yes,Fiber optic,One year,Mailed check,82.46,1604.41,No,13-24 Months
CUST00935,Female,0,No,No,71,Yes,Fiber optic,Month-to-month,Bank transfer,88.53,6499.16,Yes,49-72 Months
CUST00936,Male,0,No,No,20,Yes,No,Two year,Credit card,21.31,589.76,No,13-24 Months
CUST00937,Female,0,No,No,10,No,DSL,Month-to-month,Credit card,46.26,401.3,No,0-12 Months
CUST00938,Male,0,No,Yes,37,Yes,DSL,Month-to-month,Electronic check,67.16,2610.02,Yes,25-48 Months
CUST00939,Female,0,No,Yes,71,No,Fiber optic,Month-to-month,Electronic check,73.66,5164.43,Yes,49-72 Months
CUST00940,Female,0,Yes,No,34,Yes,DSL,Month-to-month,Electronic check,56.48,1853.85,Yes,25-48 Months
CUST00941,Female,0,Yes,No,13,Yes,Fiber optic,Month-to-month,Bank transfer,76.58,1081.24,Yes,13-24 Months
CUST00942,Male,0,Yes,No,13,Yes,DSL,One year,Credit card,59.26,945.08,No,13-24 Months
CUST00943,Female,0,Yes,Yes,9,Yes,Fiber optic,Two year,Mailed check,81.49,680.48,No,0-12 Months
CUST00944,Male,0,Yes,No,11,Yes,Fiber optic,Two year,Electronic check,90.42,950.83,No,0-12 Months
CUST00945,Male,1,No,Yes,37,Yes,Fiber optic,Month-to-month,Mailed check,70.32,2637.98,Yes,25-48 Months
CUST00946,Male,0,No,Yes,33,No,Fiber optic,One year,Electronic check,58.71,1830.15,No,25-48 Months
CUST00947,Male,0,No,No,40,Yes,Fiber optic,Month-to-month,Electronic check,69.35,2961.85,Yes,25-48 Months
CUST00948,Female,0,Yes,No,9,Yes,DSL,Month-to-month,Bank transfer,63.42,462.35,No,0-12 Months
CUST00949,Female,0,No,Yes,16,Yes,DSL,Month-to-month,Electronic check,68.81,1024.98,No,13-24 Months
CUST00950,Male,0,No,Yes,16,Yes,DSL,Month-to-month,Electronic check,48.63,990.15,No,13-24 Months
CUST00951,Male,1,Yes,Yes,66,Yes,Fiber optic,Month-to-month,Bank transfer,80.71,5352.61,Yes,49-72 Months
CUST00952,Female,0,No,No,61,Yes,Fiber optic,Month-to-month,Electronic check,88.23,5615.26,Yes,49-72 Months
CUST00953,Male,0,Yes,No,0,Yes,Fiber optic,One year,Electronic check,86.28,0.0,Yes,
CUST00954,Female,1,Yes,Yes,11,No,DSL,Two year,Electronic check,51.18,865.32,Yes,0-12 Months
CUST00955,Male,0,No,Yes,3,Yes,Fiber optic,Month-to-month,Credit card,70.48,285.32,Yes,0-12 Months
CUST00956,Male,0,Yes,No,41,Yes,No,Two year,Bank transfer,41.16,1597.27,No,25-48 Months
CUST00957,Female,0,Yes,No,12,Yes,DSL,One year,Electronic check,58.51,609.98,No,0-12 Months
CUST00958,Male,0,No,No,3,Yes,DSL,Month-to-month,Mailed check,68.56,30.82,No,0-12 Months
CUST00959,Female,0,No,Yes,68,Yes,DSL,One year,Electronic check,63.59,4162.38,Yes,49-72 Months
CUST00960,Male,1,Yes,Yes,18,Yes,Fiber optic,Month-to-month,Bank transfer,73.48,1243.5,No,13-24 Months
CUST00961,Male,0,Yes,No,1,Yes,Fiber optic,Two year,Bank transfer,82.23,0.0,Yes,0-12 Months
CUST00962,Male,0,Yes,No,11,Yes,DSL,One year,Credit card,66.55,422.7,No,0-12 Months
CUST00963,Female,0,No,Yes,5,Yes,Fiber optic,Two year,Mailed check,75.95,480.73,No,0-12 Months
CUST00964,Male,0,Yes,No,7,Yes,DSL,One year,Credit card,61.03,520.25,No,0-12 Months
CUST00965,Male,0,Yes,Yes,50,Yes,Fiber optic,Two year,Credit card,69.31,3502.51,No,49-72 Months
CUST00966,Male,0,No,No,10,Yes,Fiber optic,Two year,Credit card,84.39,707.7,No,0-12 Months
CUST00967,Male,0,No,No,62,No,Fiber optic,Month-to-month,Bank transfer,64.55,4199.72,Yes,49-72 Months
CUST00968,Female,0,Yes,Yes,56,Yes,DSL,Month-to-month,Mailed check,67.31,3747.98,No,49-72 Months
CUST00969,Female,0,No,No,11,Yes,No,Month-to-month,Mailed check,39.17,330.88,Yes,0-12 Months
CUST00970,Male,0,No,No,72,Yes,Fiber optic,Month-to-month,Electronic check,76.74,5553.19,Yes,49-72 Months
CUST00971,Female,0,Yes,No,1,Yes,DSL,Month-to-month,Electronic check,53.23,74.26,Yes,0-12 Months
CUST00972,Male,0,Yes,No,7,Yes,DSL,Two year,Bank transfer,51.39,59.4,No,0-12 Months
